,id,type,x_coord,y_coord,total_diff,mean_diff,max_diff
53,8327,outlet,808.99,1176.5,0.00798157808430755,0.0008868420093675056,0.00798157808430755
54,8329,outlet,888.43,429.02,0.0,0.0,0.0
55,8331,outlet,824.53,553.58,0.396589569108853,0.04406550767876145,0.23919282687674936
56,8333,outlet,824.53,636.38,0.38481681297140646,0.042757423663489606,0.22742007073930282
57,8335,outlet,691.87,395.42,0.0,0.0,0.0
58,8337,outlet,712.33,395.42,0.27700415713131044,0.030778239681256717,0.15739674223210365
59,8339,outlet,712.33,346.82,0.2655509034095891,0.029505655934398786,0.15739674223210365
60,8341,outlet,806.71,347.3,0.11960741489920679,0.013289712766578532,0.11960741489920679
61,8343,outlet,806.71,399.5,0.11960741489920679,0.013289712766578532,0.11960741489920679
62,8345,outlet,886.39,877.1,0.11827596981067101,0.01314177442340789,0.11029439172636346
63,8347,outlet,886.39,1021.1,0.0,0.0,0.0
64,8349,outlet,888.55,1156.34,0.11960741489920679,0.013289712766578532,0.11960741489920679
65,8355,outlet,422.26,1094.15,0.10955760423820893,0.01217306713757877,0.10955760423820893
66,8357,outlet,461.86,1020.17,0.16575399048866934,0.018417110054296595,0.11960741489920679
67,8376,outlet,740.26,1072.25,0.17395319467964843,0.01932813274218316,0.12780661909018587
68,8378,outlet,673.3,1122.29,0.16575399048866934,0.018417110054296595,0.11960741489920679
69,8383,outlet,866.62,1243.97,0.2853394024662119,0.031704378051801325,0.23919282687674936
70,8395,outlet,498.46,943.01,0.2853394024662119,0.031704378051801325,0.23919282687674936
71,8397,outlet,710.26,850.97,0.16575399048866934,0.018417110054296595,0.11960741489920679
72,8399,outlet,710.26,887.69,0.16575399048866934,0.018417110054296595,0.11960741489920679
73,8417,outlet,898.06,594.53,0.12780661909018587,0.014200735454465097,0.12780661909018587
74,8427,outlet,946.42,768.05,0.16575399048866934,0.018417110054296595,0.11960741489920679
75,8429,outlet,727.06,598.37,0.16575399048866934,0.018417110054296595,0.11960741489920679
76,8431,outlet,739.18,673.49,0.16575399048866934,0.018417110054296595,0.11960741489920679
77,8433,outlet,673.78,656.69,0.16575399048866934,0.018417110054296595,0.11960741489920679
78,8446,outlet,705.46,1354.97,0.2853394024662119,0.031704378051801325,0.23919282687674936
79,8448,outlet,756.94,1426.43,0.12070816435574416,0.013412018261749351,0.10955760423820893
80,8450,outlet,961.69,1386.74,0.27700415713131044,0.030778239681256717,0.15739674223210365
81,8452,outlet,986.86,1452.47,0.12070816435574416,0.013412018261749351,0.10955760423820893
82,8454,outlet,1115.26,1452.47,0.10955760423820893,0.01217306713757877,0.10955760423820893
83,8456,outlet,1054.45,1386.74,0.27700415713131044,0.030778239681256717,0.15739674223210365
84,8458,outlet,1075.54,1452.47,0.12070816435574416,0.013412018261749351,0.10955760423820893
85,8460,outlet,1155.49,1389.14,0.16575399048866934,0.018417110054296595,0.11960741489920679
86,8462,outlet,1024.9,1452.47,0.10955760423820893,0.01217306713757877,0.10955760423820893
87,8467,outlet,1299.37,1413.62,0.2655509034095891,0.029505655934398786,0.15739674223210365
88,8469,outlet,1299.37,1448.18,0.2655509034095891,0.029505655934398786,0.15739674223210365
89,8471,outlet,1381.18,1490.27,0.12070816435574416,0.013412018261749351,0.10955760423820893
90,8473,outlet,1299.37,1482.74,0.2655509034095891,0.029505655934398786,0.15739674223210365
91,8475,outlet,1428.43,1436.78,0.0,0.0,0.0
92,8477,outlet,1447.66,1268.63,0.12070816435574416,0.013412018261749351,0.10955760423820893
93,8479,outlet,1461.82,1454.15,0.21771176541569437,0.024190196157299376,0.10955760423820893
94,8481,outlet,1488.7,1454.15,0.21771176541569437,0.024190196157299376,0.10955760423820893
95,8498,outlet,1428.43,1402.22,0.0,0.0,0.0
96,8500,outlet,1522.42,1063.13,0.16575399048866934,0.018417110054296595,0.11960741489920679
97,8502,outlet,1496.5,1268.63,0.12070816435574416,0.013412018261749351,0.10955760423820893
98,8510,outlet,1691.834,1165.715,6.239535731452756,0.6932817479391952,2.079930082741473
99,8513,outlet,1700.968,1206.966,6.250962985728134,0.6945514428586815,2.069182753816694
100,8516,outlet,1717.7225,1245.805,6.295104796386067,0.6994560884873408,2.069910713677194
101,8519,outlet,1691.834,1100.885,6.241312050349848,0.6934791167055386,2.072364947838437
102,8522,outlet,1700.968,1059.7535,6.384189638271719,0.7093544042524133,2.120030063311539
103,8525,outlet,1717.7225,1020.915,6.224132650359662,0.6915702944844069,2.0417743654282
104,8528,outlet,1747.0275,1237.351,6.336332459122518,0.704036939902502,2.1163522449953582
105,8531,outlet,1733.3225,1201.413,6.317093267063856,0.701899251895984,2.116612812938831
106,8534,outlet,1725.6655,1163.906,6.2145513091088995,0.6905057010121,2.042278001014562
107,8537,outlet,1725.79,1101.8495,6.367159352374498,0.7074621502638331,2.127207751520668
108,8540,outlet,1734.186,1062.2895,6.15729181910857,0.6841435354565077,2.007440492938972
109,8543,outlet,1749.356,1024.901,6.180890002767634,0.6867655558630704,2.0397438795953544
110,8546,outlet,1797.929,1011.53,6.178717751063557,0.6865241945626175,2.0492057581015892
111,8549,outlet,1773.9555,1052.694,6.460649784207514,0.7178499760230571,2.1633574752916487
112,8552,outlet,1794.363,1102.639,6.301317462109488,0.700146384678832,2.0767873994789787
113,8555,outlet,1805.402,1065.41,6.3123459390827,0.7013717710091889,2.107692002729784
114,8558,outlet,1825.2925,1031.808,6.166610884007087,0.6851789871118985,2.042081465595478
115,8561,outlet,1759.885,1163.9255,6.262002970151647,0.6957781077946275,2.1065881137143356
116,8564,outlet,1768.928,1201.355,6.164697976762353,0.6849664418624837,2.0120849433257977
117,8567,outlet,1785.4825,1236.2485,6.177094462191651,0.6863438291324057,2.0127220323751467
118,8570,outlet,1805.524,1201.431,6.142294525246106,0.6824771694717895,1.9974463173855654
119,8573,outlet,1825.4165,1235.0335,6.209697328759717,0.6899663698621907,2.029648994632541
120,8576,outlet,1794.3635,1164.082,6.153024276851913,0.6836693640946571,2.0377953652582903
121,8579,outlet,1760.636,1098.325,6.31272141457553,0.7014134905083922,2.091611782740314
122,8585,outlet,1854.158,1185.2525,6.269660004712842,0.696628889412538,2.0578175682970006
123,8588,outlet,1862.8885,1210.6265,6.26541574059036,0.69615730451004,2.0780538346588084
124,8591,outlet,1841.153,1161.7845,6.208363845455883,0.6898182050506537,2.037125769552842
125,8594,outlet,1841.153,1105.6555,6.421692885784148,0.7135214317537942,2.137995713559914
126,8597,outlet,1854.158,1082.0675,6.263541450743908,0.6959490500826564,2.065058748343045
127,8600,outlet,1862.8885,1056.6935,6.242475411025938,0.6936083790028821,2.0814027102627204
128,8603,outlet,1823.14,1159.49,0.16575399048866934,0.018417110054296595,0.11960741489920679
129,8605,outlet,1823.14,1111.37,0.16575399048866934,0.018417110054296595,0.11960741489920679
130,8612,outlet,1908.91,1257.02,0.0,0.0,0.0
131,8614,outlet,1904.5,1491.59,0.0,0.0,0.0
132,8616,outlet,1895.02,1358.33,0.19354075258296932,0.02150452806477437,0.12780661909018587
133,8618,outlet,2048.98,1364.39,0.12070816435574416,0.013412018261749351,0.10955760423820893
134,8620,outlet,1974.97,1397.9,0.2853394024662119,0.031704378051801325,0.23919282687674936
135,8622,outlet,1974.97,1473.86,0.38481681297140646,0.042757423663489606,0.22742007073930282
136,8624,outlet,2071.27,1295.66,0.00798157808430755,0.0008868420093675056,0.00798157808430755
137,8626,outlet,1761.58,1285.97,0.16575399048866934,0.018417110054296595,0.11960741489920679
138,8628,outlet,1862.02,1285.97,0.17395319467964843,0.01932813274218316,0.12780661909018587
139,8630,outlet,1170.7,614.03,0.12070816435574416,0.013412018261749351,0.10955760423820893
140,8632,outlet,1548.34,939.95,0.22916501913741572,0.025462779904157302,0.11960741489920679
141,8634,outlet,1548.34,776.33,0.16575399048866934,0.018417110054296595,0.11960741489920679
142,8636,outlet,1235.5,614.03,0.10955760423820893,0.01217306713757877,0.10955760423820893
143,8638,outlet,925.18,543.35,0.12070816435574416,0.013412018261749351,0.10955760423820893
144,8640,outlet,1037.89,484.34,0.396589569108853,0.04406550767876145,0.23919282687674936
145,8642,outlet,1109.26,454.85,0.16575399048866934,0.018417110054296595,0.11960741489920679
146,8644,outlet,1140.37,500.06,0.2655509034095891,0.029505655934398786,0.15739674223210365
147,8646,outlet,1140.37,421.34,0.27700415713131044,0.030778239681256717,0.15739674223210365
148,8650,outlet,1288.27,467.54,0.11960741489920679,0.013289712766578532,0.11960741489920679
149,8653,outlet,1304.38,540.11,0.12070816435574416,0.013412018261749351,0.10955760423820893
150,8656,outlet,1382.02,469.97,0.2853394024662119,0.031704378051801325,0.23919282687674936
151,8664,outlet,1288.03,520.94,0.11960741489920679,0.013289712766578532,0.11960741489920679
152,8666,outlet,1288.03,403.58,0.12780661909018587,0.014200735454465097,0.12780661909018587
153,8668,outlet,1300.21,399.14,0.2655509034095891,0.029505655934398786,0.15739674223210365
154,8670,outlet,1300.21,487.58,0.27700415713131044,0.030778239681256717,0.15739674223210365
155,8672,outlet,1444.03,520.94,0.0,0.0,0.0
156,8674,outlet,1444.03,409.7,0.0,0.0,0.0
157,8676,outlet,1176.46,1491.35,0.12070816435574416,0.013412018261749351,0.10955760423820893
158,8678,outlet,1277.98,1491.35,0.10955760423820893,0.01217306713757877,0.10955760423820893
159,8680,outlet,1286.23,1433.66,0.11960741489920679,0.013289712766578532,0.11960741489920679
160,8683,outlet,1428.43,1471.34,0.0,0.0,0.0
161,8685,outlet,1299.37,1377.74,0.2655509034095891,0.029505655934398786,0.15739674223210365
162,8687,outlet,1906.63,1074.74,0.00798157808430755,0.0008868420093675056,0.00798157808430755
163,8689,outlet,1906.63,1193.06,0.00798157808430755,0.0008868420093675056,0.00798157808430755
164,8693,outlet,1793.65,1436.66,0.38481681297140646,0.042757423663489606,0.22742007073930282
165,8695,outlet,1793.65,1384.34,0.38481681297140646,0.042757423663489606,0.22742007073930282
166,8697,outlet,1211.38,382.25,0.2853394024662119,0.031704378051801325,0.23919282687674936
167,8699,outlet,1286.23,1475.3,0.12780661909018587,0.014200735454465097,0.12780661909018587
168,8701,outlet,1286.23,1444.1,0.12780661909018587,0.014200735454465097,0.12780661909018587
169,8704,outlet,1492.9,1063.13,0.19354075258296932,0.02150452806477437,0.12780661909018587
170,8707,outlet,1463.26,1063.13,0.16575399048866934,0.018417110054296595,0.11960741489920679
171,8710,outlet,1433.62,1063.13,0.16575399048866934,0.018417110054296595,0.11960741489920679
172,8714,outlet,620.74,1283.09,0.16575399048866934,0.018417110054296595,0.11960741489920679
173,8719,outlet,1288.03,420.86,0.11960741489920679,0.013289712766578532,0.11960741489920679
174,8721,outlet,1289.23,487.34,0.0,0.0,0.0
175,8768,outlet,737.98,1354.97,0.3133559595125406,0.034817328834726734,0.24762182601975713
176,8771,outlet,1341.94,1046.99,0.12070816435574416,0.013412018261749351,0.10955760423820893
177,8773,outlet,1376.86,1046.99,0.10955760423820893,0.01217306713757877,0.10955760423820893
178,8775,outlet,1478.86,1046.99,0.10955760423820893,0.01217306713757877,0.10955760423820893
179,8777,outlet,1588.39,998.06,0.11960741489920679,0.013289712766578532,0.11960741489920679
180,8779,outlet,1580.62,944.09,0.16575399048866934,0.018417110054296595,0.11960741489920679
181,8781,outlet,1503.34,910.13,0.16575399048866934,0.018417110054296595,0.11960741489920679
182,8783,outlet,1369.54,910.13,0.16575399048866934,0.018417110054296595,0.11960741489920679
183,8785,outlet,1325.65,919.82,0.16575399048866934,0.018417110054296595,0.11960741489920679
184,8787,outlet,1325.65,953.18,0.27700415713131044,0.030778239681256717,0.15739674223210365
185,8789,outlet,1369.54,903.71,6.437869131691173,0.7153187924101303,2.576476837668144
186,8791,outlet,1423.99,885.38,0.12780661909018587,0.014200735454465097,0.12780661909018587
187,8793,outlet,1423.99,800.06,0.11960741489920679,0.013289712766578532,0.11960741489920679
188,8806,outlet,1749.6,1454.1665,6.08116829734669,0.6756853663718545,2.0002698800056944
189,8809,outlet,1957.54,1491.59,0.12070816435574416,0.013412018261749351,0.10955760423820893
190,8811,outlet,1947.7,1491.59,0.12070816435574416,0.013412018261749351,0.10955760423820893
191,8814,outlet,1977.58,1180.97,0.19354075258296932,0.02150452806477437,0.12780661909018587
192,8816,outlet,1988.02,1180.97,0.16575399048866934,0.018417110054296595,0.11960741489920679
193,8818,outlet,2063.5,1180.97,0.17395319467964843,0.01932813274218316,0.12780661909018587
194,8820,outlet,2053.18,1180.97,0.16575399048866934,0.018417110054296595,0.11960741489920679
195,8822,outlet,2063.5,1174.43,6.276143052051259,0.6973492280056954,2.41475075802823
196,8824,outlet,2053.18,1174.43,6.383021695369402,0.7092246328188225,2.521629401346374
197,8826,outlet,1977.58,1086.29,0.19354075258296932,0.02150452806477437,0.12780661909018587
198,8828,outlet,1988.02,1086.29,0.16575399048866934,0.018417110054296595,0.11960741489920679
199,8830,outlet,2063.5,1086.29,0.17395319467964843,0.01932813274218316,0.12780661909018587
200,8832,outlet,2053.18,1086.29,0.16575399048866934,0.018417110054296595,0.11960741489920679
201,8834,outlet,2063.5,1079.75,6.276143052051259,0.6973492280056954,2.41475075802823
202,8836,outlet,2053.18,1079.75,6.383021695369402,0.7092246328188225,2.521629401346374
203,8838,outlet,1977.58,996.41,0.19354075258296932,0.02150452806477437,0.12780661909018587
204,8840,outlet,1988.02,996.41,0.16575399048866934,0.018417110054296595,0.11960741489920679
205,8842,outlet,2063.5,996.41,0.17395319467964843,0.01932813274218316,0.12780661909018587
206,8844,outlet,2053.18,996.41,0.16575399048866934,0.018417110054296595,0.11960741489920679
207,8846,outlet,2028.34,984.23,6.437869131691173,0.7153187924101303,2.576476837668144
208,8848,outlet,2018.14,984.23,6.437869131691173,0.7153187924101303,2.576476837668144
209,8850,outlet,2047.78,815.45,0.16575399048866934,0.018417110054296595,0.11960741489920679
210,8852,outlet,2037.58,815.45,0.17395319467964843,0.01932813274218316,0.12780661909018587
211,8854,outlet,1965.13,847.1,0.2655509034095891,0.029505655934398786,0.15739674223210365
212,8856,outlet,1965.13,857.3,0.2655509034095891,0.029505655934398786,0.15739674223210365
213,8858,outlet,2072.35,878.42,6.60586472117987,0.7339849690199856,2.628812007148161
214,8860,outlet,2072.35,888.62,6.60586472117987,0.7339849690199856,2.628812007148161
215,8862,outlet,2072.35,779.66,6.60586472117987,0.7339849690199856,2.628812007148161
216,8864,outlet,2072.35,789.86,6.60586472117987,0.7339849690199856,2.628812007148161
217,8866,outlet,2047.78,737.81,0.2853394024662119,0.031704378051801325,0.23919282687674936
218,8868,outlet,2037.58,737.81,0.2937684016092197,0.03264093351213552,0.24762182601975713
219,8870,outlet,1965.13,748.82,0.27700415713131044,0.030778239681256717,0.15739674223210365
220,8872,outlet,1965.13,759.14,0.2655509034095891,0.029505655934398786,0.15739674223210365
221,8874,outlet,2047.78,731.27,6.214806434211784,0.6905340482457538,2.4702065989304245
222,8876,outlet,2001.01,661.22,0.27700415713131044,0.030778239681256717,0.15739674223210365
223,8878,outlet,2001.01,671.42,0.27700415713131044,0.030778239681256717,0.15739674223210365
224,8880,outlet,2048.26,628.37,0.16575399048866934,0.018417110054296595,0.11960741489920679
225,8882,outlet,2038.06,628.37,0.16575399048866934,0.018417110054296595,0.11960741489920679
226,8884,outlet,1975.06,703.43,6.383021695369402,0.7092246328188225,2.521629401346374
227,8886,outlet,1964.86,703.43,6.383021695369402,0.7092246328188225,2.521629401346374
228,8888,outlet,1629.43,472.46,0.0,0.0,0.0
229,8890,outlet,1539.43,472.46,0.0,0.0,0.0
230,8892,outlet,1539.43,460.94,0.00798157808430755,0.0008868420093675056,0.00798157808430755
231,8894,outlet,1458.7,769.91,0.10955760423820893,0.01217306713757877,0.10955760423820893
232,8896,outlet,1505.74,769.91,0.12070816435574416,0.013412018261749351,0.10955760423820893
233,8898,outlet,1581.34,769.91,0.12070816435574416,0.013412018261749351,0.10955760423820893
234,8900,outlet,1430.41,633.02,0.27700415713131044,0.030778239681256717,0.15739674223210365
235,8902,outlet,1403.38,628.49,0.16575399048866934,0.018417110054296595,0.11960741489920679
236,8904,outlet,1357.3,628.49,0.16575399048866934,0.018417110054296595,0.11960741489920679
237,8906,outlet,1374.34,628.49,0.17395319467964843,0.01932813274218316,0.12780661909018587
238,8908,outlet,1329.58,628.49,0.16575399048866934,0.018417110054296595,0.11960741489920679
239,9001,outlet,444.1,627.05,0.12780661909018587,0.014200735454465097,0.12780661909018587
240,9003,outlet,385.3,627.17,0.16575399048866934,0.018417110054296595,0.11960741489920679
241,9010,outlet,888.55,1104.14,0.23810101081654933,0.02645566786850548,0.12780661909018587
242,9018,outlet,824.53,1346.42,0.38481681297140646,0.042757423663489606,0.22742007073930282
243,9023,outlet,888.55,800.78,0.11960741489920679,0.013289712766578532,0.11960741489920679
